ThomassM	2151	1887
EdwardsM	2125	1887
MarysF	11754	1888
AnnasF	4982	1888
ElizabethsF	3224	1888
EmmasF	3087	1888
MargaretsF	2904	1888
MinniesF	2654	1888
BerthasF	2450	1888
FlorencesF	2444	1888
EthelsF	2374	1888
BessiesF	2278	1888
JohnsM	9247	1888
WilliamsM	8705	1888
JamessM	5562	1888
GeorgesM	4912	1888
CharlessM	4591	1888
FranksM	3459	1888
JosephsM	2993	1888
RobertsM	2814	1888
HarrysM	2759	1888
HenrysM	2596	1888
MarysF	11648	1889
AnnasF	5062	1889
ElizabethsF	3058	1889
MargaretsF	2917	1889
EmmasF	2884	1889
MinniesF	2624	1889
FlorencesF	2465	1889
EthelsF	2463	1889
BessiesF	2343	1889
ClarasF	2319	1889
JohnsM	8548	1889
WilliamsM	7772	1889
JamessM	5020	1889
GeorgesM	4430	1889
CharlessM	4199	1889
FranksM	2975	1889
JosephsM	2729	1889
HarrysM	2559	1889
RobertsM	2513	1889
EdwardsM	2299	1889
MarysF	12078	1890
AnnasF	5233	1890
ElizabethsF	3112	1890
MargaretsF	3100	1890
EmmasF	2980	1890
FlorencesF	2744	1890
EthelsF	2718	1890
MinniesF	2650	1890
ClarasF	2496	1890
BerthasF	2388	1890
JohnsM	8502	1890
WilliamsM	7494	1890
JamessM	5097	1890
GeorgesM	4458	1890
CharlessM	4061	1890
FranksM	3078	1890
JosephsM	2670	1890
RobertsM	2541	1890
HenrysM	2349	1890
HarrysM	2345	1890
MarysF	11703	1891
AnnasF	5099	1891
MargaretsF	3065	1891
ElizabethsF	3059	1891
EmmasF	2884	1891
FlorencesF	2715	1891
EthelsF	2689	1891
MinniesF	2428	1891
HelensF	2417	1891
BerthasF	2372	1891
JohnsM	7680	1891
WilliamsM	6763	1891
JamessM	4516	1891
GeorgesM	3931	1891
CharlessM	3640	1891
FranksM	2652	1891
JosephsM	2572	1891
RobertsM	2240	1891
HarrysM	2132	1891
HenrysM	2049	1891
MarysF	13172	1892
AnnasF	5542	1892
ElizabethsF	3461	1892
MargaretsF	3435	1892
RuthsF	3290	1892
FlorencesF	3154	1892
EmmasF	3128	1892
EthelsF	3035	1892
HelensF	2936	1892
ClarasF	2661	1892
JohnsM	9039	1892
WilliamsM	7782	1892
JamessM	5398	1892
GeorgesM	4760	1892
CharlessM	4319	1892
FranksM	3150	1892
JosephsM	3064	1892
RobertsM	2710	1892
HarrysM	2460	1892
HenrysM	2452	1892
MarysF	12784	1893
AnnasF	5695	1893
RuthsF	3658	1893
MargaretsF	3565	1893
ElizabethsF	3360	1893
HelensF	3249	1893
FlorencesF	3231	1893
EthelsF	3119	1893
EmmasF	2968	1893
BerthasF	2623	1893
JohnsM	8049	1893
WilliamsM	7223	1893
JamessM	5030	1893
GeorgesM	4320	1893
CharlessM	3723	1893
JosephsM	2997	1893
FranksM	2917	1893
RobertsM	2563	1893
EdwardsM	2309	1893
HarrysM	2245	1893
MarysF	13151	1894
AnnasF	5565	1894
MargaretsF	3700	1894
HelensF	3676	1894
ElizabethsF	3425	1894
RuthsF	3372	1894
EthelsF	3287	1894
FlorencesF	3233	1894
EmmasF	2937	1894
MariesF	2649	1894
JohnsM	8238	1894
WilliamsM	7274	1894
JamessM	5110	1894
GeorgesM	4365	1894
CharlessM	3788	1894
JosephsM	2977	1894
FranksM	2863	1894
RobertsM	2497	1894
HenrysM	2278	1894
HarrysM	2189	1894
MarysF	13446	1895
AnnasF	5950	1895
HelensF	4023	1895
MargaretsF	3931	1895
ElizabethsF	3603	1895
RuthsF	3551	1895
FlorencesF	3471	1895
EthelsF	3391	1895
MariesF	3011	1895
EmmasF	2952	1895
JohnsM	8320	1895
WilliamsM	7277	1895
JamessM	5335	1895
GeorgesM	4289	1895
CharlessM	3633	1895
FranksM	3012	1895
JosephsM	2992	1895
RobertsM	2635	1895
HenrysM	2221	1895
EdwardsM	2203	1895
MarysF	13811	1896
AnnasF	5860	1896
HelensF	4392	1896
MargaretsF	4050	1896
RuthsF	3905	1896
EthelsF	3502	1896
ElizabethsF	3471	1896
FlorencesF	3323	1896
MariesF	3087	1896
EmmasF	2872	1896
JohnsM	8138	1896
WilliamsM	7747	1896
JamessM	5207	1896
GeorgesM	4286	1896
CharlessM	3639	1896
JosephsM	3051	1896
FranksM	2845	1896
RobertsM	2719	1896
EdwardsM	2296	1896
HenrysM	2183	1896
MarysF	13413	1897
AnnasF	5429	1897
HelensF	4519	1897
MargaretsF	4146	1897
RuthsF	3878	1897
ElizabethsF	3442	1897
FlorencesF	3369	1897
EthelsF	3182	1897
MariesF	3078	1897
EmmasF	2698	1897
JohnsM	7550	1897
WilliamsM	7198	1897
JamessM	5113	1897
GeorgesM	4078	1897
CharlessM	3341	1897
JosephsM	2827	1897
FranksM	2726	1897
RobertsM	2701	1897
EdwardsM	2121	1897
HenrysM	1994	1897
MarysF	14406	1898
AnnasF	5773	1898
HelensF	5230	1898
MargaretsF	4696	1898
RuthsF	4249	1898
FlorencesF	3790	1898
ElizabethsF	3659	1898
EthelsF	3531	1898
MariesF	3435	1898
LilliansF	3061	1898
JohnsM	8159	1898
WilliamsM	7400	1898
JamessM	5321	1898
GeorgesM	4853	1898
CharlessM	3557	1898
JosephsM	3171	1898
RobertsM	2932	1898
FranksM	2925	1898
EdwardsM	2337	1898
ThomassM	2161	1898
MarysF	13172	1899
AnnasF	5115	1899
HelensF	5048	1899
MargaretsF	4249	1899
RuthsF	3912	1899
FlorencesF	3314	1899
ElizabethsF	3287	1899
MariesF	3156	1899
EthelsF	2999	1899
LilliansF	2703	1899
JohnsM	6990	1899
WilliamsM	6086	1899
JamessM	4597	1899
GeorgesM	4018	1899
CharlessM	3147	1899
JosephsM	2679	1899
RobertsM	2609	1899
FranksM	2550	1899
EdwardsM	1901	1899
HenrysM	1831	1899
MarysF	16706	1900
HelensF	6343	1900
AnnasF	6114	1900
MargaretsF	5304	1900
RuthsF	4765	1900
ElizabethsF	4096	1900
FlorencesF	3920	1900
EthelsF	3896	1900
MariesF	3856	1900
LilliansF	3414	1900
JohnsM	9829	1900
WilliamsM	8579	1900
JamessM	7245	1900
GeorgesM	5403	1900
CharlessM	4098	1900
RobertsM	3821	1900
JosephsM	3714	1900
FranksM	3477	1900
EdwardsM	2720	1900
HenrysM	2606	1900
MarysF	13136	1901
HelensF	5247	1901
AnnasF	4923	1901
MargaretsF	4424	1901
RuthsF	3974	1901
ElizabethsF	3216	1901
MariesF	3157	1901
FlorencesF	3131	1901
EthelsF	3067	1901
LilliansF	2681	1901
JohnsM	6900	1901
WilliamsM	5990	1901
JamessM	4735	1901
GeorgesM	3609	1901
CharlessM	3049	1901
JosephsM	2766	1901
RobertsM	2543	1901
FranksM	2402	1901
EdwardsM	1917	1901
HenrysM	1870	1901
MarysF	14486	1902
HelensF	5967	1902
AnnasF	5288	1902
MargaretsF	5011	1902
RuthsF	4384	1902
ElizabethsF	3694	1902
FlorencesF	3509	1902
MariesF	3424	1902
EthelsF	3295	1902
AlicesF	3135	1902
JohnsM	7907	1902
WilliamsM	6616	1902
JamessM	5592	1902
GeorgesM	4223	1902
CharlessM	3361	1902
RobertsM	3180	1902
JosephsM	3098	1902
FranksM	2756	1902
EdwardsM	2294	1902
HenrysM	2154	1902
MarysF	14275	1903
HelensF	6129	1903
AnnasF	5098	1903
MargaretsF	5046	1903
RuthsF	4518	1903
ElizabethsF	3723	1903
MariesF	3469	1903
FlorencesF	3468	1903
EthelsF	3257	1903
MildredsF	3088	1903
JohnsM	7608	1903
WilliamsM	6311	1903
JamessM	5480	1903
GeorgesM	3961	1903
CharlessM	3213	1903
JosephsM	3121	1903
RobertsM	3044	1903
FranksM	2644	1903
EdwardsM	2268	1903
ThomassM	1962	1903
MarysF	14961	1904
HelensF	6488	1904
AnnasF	5330	1904
MargaretsF	5302	1904
RuthsF	4900	1904
ElizabethsF	3833	1904
MariesF	3595	1904
FlorencesF	3572	1904
MildredsF	3525	1904
DorothysF	3477	1904
JohnsM	8108	1904
WilliamsM	6416	1904
JamessM	5855	1904
GeorgesM	4219	1904
RobertsM	3414	1904
CharlessM	3406	1904
JosephsM	3291	1904
FranksM	2799	1904
EdwardsM	2334	1904
HenrysM	2086	1904
MarysF	16067	1905
HelensF	6811	1905
MargaretsF	5690	1905
AnnasF	5424	1905
RuthsF	5068	1905
ElizabethsF	4121	1905
DorothysF	3937	1905
MildredsF	3758	1905
MariesF	3643	1905
AlicesF	3610	1905
JohnsM	8060	1905
WilliamsM	6495	1905
JamessM	6042	1905
GeorgesM	4256	1905
CharlessM	3608	1905
RobertsM	3410	1905
JosephsM	3302	1905
FranksM	2837	1905
EdwardsM	2366	1905
ThomassM	2135	1905
MarysF	16370	1906
HelensF	7176	1906
MargaretsF	6096	1906
AnnasF	5502	1906
RuthsF	5140	1906
DorothysF	4326	1906
ElizabethsF	4321	1906
AlicesF	4192	1906
MildredsF	3873	1906
FlorencesF	3691	1906
JohnsM	8265	1906
WilliamsM	6566	1906
JamessM	5908	1906
GeorgesM	4201	1906
RobertsM	3635	1906
CharlessM	3607	1906
JosephsM	3527	1906
FranksM	2798	1906
EdwardsM	2398	1906
ThomassM	2176	1906
MarysF	17580	1907
HelensF	7579	1907
MargaretsF	6713	1907
AnnasF	5575	1907
RuthsF	5573	1907
DorothysF	4967	1907
ElizabethsF	4624	1907
MildredsF	4277	1907
AlicesF	4107	1907
MariesF	3880	1907
JohnsM	8983	1907
WilliamsM	6904	1907
JamessM	6707	1907
GeorgesM	4445	1907
RobertsM	4020	1907
CharlessM	3884	1907
JosephsM	3844	1907
FranksM	2943	1907
EdwardsM	2576	1907
HenrysM	2203	1907
MarysF	18665	1908
HelensF	8439	1908
MargaretsF	6976	1908
RuthsF	6180	1908
AnnasF	5860	1908
DorothysF	5703	1908
ElizabethsF	4904	1908
MildredsF	4624	1908
AlicesF	4270	1908
MariesF	4076	1908
JohnsM	9342	1908
WilliamsM	7528	1908
JamessM	7012	1908
GeorgesM	4584	1908
RobertsM	4219	1908
JosephsM	4162	1908
CharlessM	3929	1908
FranksM	3146	1908
EdwardsM	2707	1908
ThomassM	2301	1908
MarysF	19259	1909
HelensF	9250	1909
MargaretsF	7359	1909
RuthsF	6509	1909
DorothysF	6253	1909
AnnasF	5804	1909
ElizabethsF	5176	1909
MildredsF	5054	1909
MariesF	4301	1909
AlicesF	4170	1909
JohnsM	9591	1909
WilliamsM	7914	1909
JamessM	7594	1909
GeorgesM	4688	1909
RobertsM	4563	1909
JosephsM	4348	1909
CharlessM	4029	1909
FranksM	3244	1909
EdwardsM	2935	1909
ThomassM	2468	1909
MarysF	22848	1910
HelensF	10479	1910
MargaretsF	8226	1910
DorothysF	7318	1910
RuthsF	7212	1910
AnnasF	6436	1910
ElizabethsF	5800	1910
MildredsF	5692	1910
MariesF	4790	1910
AlicesF	4671	1910
JohnsM	11450	1910
JamessM	9195	1910
WilliamsM	8844	1910
RobertsM	5609	1910
GeorgesM	5441	1910
JosephsM	5228	1910
CharlessM	4785	1910
FranksM	3768	1910
EdwardsM	3408	1910
HenrysM	2899	1910
MarysF	24390	1911
HelensF	11801	1911
MargaretsF	9279	1911
DorothysF	8869	1911
RuthsF	8003	1911
AnnasF	6753	1911
ElizabethsF	6298	1911
MildredsF	6271	1911
MariesF	5017	1911
FrancessF	4967	1911
JohnsM	13446	1911
WilliamsM	10593	1911
JamessM	9951	1911
GeorgesM	6586	1911
RobertsM	6526	1911
JosephsM	6488	1911
CharlessM	5725	1911
FranksM	4314	1911
EdwardsM	4164	1911
ThomassM	3292	1911
MarysF	32304	1912
HelensF	16133	1912
DorothysF	12645	1912
MargaretsF	12536	1912
RuthsF	11280	1912
MildredsF	8764	1912
AnnasF	8586	1912
ElizabethsF	8528	1912
FrancessF	6680	1912
MariesF	6642	1912
JohnsM	24587	1912
WilliamsM	19626	1912
JamessM	17644	1912
RobertsM	12836	1912
JosephsM	12062	1912
GeorgesM	11734	1912
CharlessM	11070	1912
EdwardsM	7936	1912
FranksM	7912	1912
ThomassM	6087	1912
MarysF	36642	1913
HelensF	18888	1913
DorothysF	14674	1913
MargaretsF	14486	1913
RuthsF	12609	1913
MildredsF	9921	1913
AnnasF	9687	1913
ElizabethsF	9505	1913
FrancessF	7694	1913
MariesF	7353	1913
JohnsM	29329	1913
WilliamsM	23538	1913
JamessM	20832	1913
RobertsM	15684	1913
JosephsM	14471	1913
GeorgesM	13874	1913
CharlessM	13190	1913
EdwardsM	9474	1913
FranksM	9237	1913
ThomassM	7096	1913
MarysF	45345	1914
HelensF	23221	1914
DorothysF	18782	1914
MargaretsF	17763	1914
RuthsF	15839	1914
AnnasF	11865	1914
MildredsF	11650	1914
ElizabethsF	11367	1914
FrancessF	9677	1914
MariesF	8829	1914
JohnsM	37948	1914
WilliamsM	29753	1914
JamessM	26263	1914
RobertsM	21188	1914
JosephsM	18829	1914
GeorgesM	17603	1914
CharlessM	16937	1914
EdwardsM	12318	1914
FranksM	12002	1914
WaltersM	8962	1914
MarysF	58187	1915
HelensF	30866	1915
DorothysF	25154	1915
MargaretsF	23054	1915
RuthsF	21878	1915
MildredsF	15254	1915
AnnasF	15119	1915
ElizabethsF	14103	1915
FrancessF	12787	1915
EvelynsF	11595	1915
JohnsM	47576	1915
WilliamsM	38564	1915
JamessM	33775	1915
RobertsM	28738	1915
JosephsM	23052	1915
GeorgesM	22307	1915
CharlessM	21960	1915
EdwardsM	15889	1915
FranksM	15006	1915
ThomassM	11490	1915
MarysF	61438	1916
HelensF	32662	1916
DorothysF	27417	1916
MargaretsF	24953	1916
RuthsF	23190	1916
MildredsF	15633	1916
AnnasF	15228	1916
ElizabethsF	14939	1916
FrancessF	13746	1916
VirginiasF	12487	1916
JohnsM	50043	1916
WilliamsM	40419	1916
JamessM	35569	1916
RobertsM	31741	1916
JosephsM	23883	1916
CharlessM	23611	1916
GeorgesM	23380	1916
EdwardsM	17005	1916
FranksM	15291	1916
ThomassM	11998	1916
MarysF	64281	1917
HelensF	34251	1917
DorothysF	28851	1917
MargaretsF	25560	1917
RuthsF	23568	1917
MildredsF	16257	1917
AnnasF	15160	1917
ElizabethsF	15131	1917
FrancessF	14363	1917
VirginiasF	14261	1917
JohnsM	51853	1917
WilliamsM	42422	1917
JamessM	37339	1917
RobertsM	35220	1917
JosephsM	24762	1917
GeorgesM	24196	1917
CharlessM	24143	1917
EdwardsM	17502	1917
FranksM	15769	1917
ThomassM	12611	1917
MarysF	67366	1918
HelensF	36148	1918
DorothysF	32032	1918
MargaretsF	27139	1918
RuthsF	25534	1918
MildredsF	17258	1918
VirginiasF	16421	1918
FrancessF	16131	1918
ElizabethsF	15853	1918
AnnasF	15666	1918
JohnsM	56558	1918
WilliamsM	45290	1918
JamessM	42118	1918
RobertsM	40620	1918
CharlessM	26922	1918
GeorgesM	26318	1918
JosephsM	26263	1918
EdwardsM	19489	1918
FranksM	17017	1918
ThomassM	13910	1918
MarysF	65838	1919
HelensF	33706	1919
DorothysF	31734	1919
MargaretsF	26237	1919
RuthsF	24565	1919
MildredsF	17300	1919
VirginiasF	15636	1919
ElizabethsF	15287	1919
FrancessF	15107	1919
AnnasF	14498	1919
JohnsM	53528	1919
WilliamsM	43971	1919
JamessM	42390	1919
RobertsM	41027	1919
CharlessM	25192	1919
GeorgesM	25172	1919
JosephsM	24264	1919
EdwardsM	18535	1919
FranksM	15702	1919
ThomassM	13434	1919
MarysF	70982	1920
DorothysF	36643	1920
HelensF	35097	1920
MargaretsF	27996	1920
RuthsF	26102	1920
MildredsF	18059	1920
VirginiasF	17314	1920
ElizabethsF	15910	1920
FrancessF	15883	1920
AnnasF	14581	1920
JohnsM	56913	1920
WilliamsM	50149	1920
RobertsM	48676	1920
JamessM	47912	1920
CharlessM	28308	1920
GeorgesM	26892	1920
JosephsM	25591	1920
EdwardsM	20095	1920
FranksM	16430	1920
RichardsM	15010	1920
MarysF	73985	1921
DorothysF	39087	1921
HelensF	34822	1921
MargaretsF	28467	1921
RuthsF	25784	1921
VirginiasF	19033	1921
MildredsF	17881	1921
BettysF	17638	1921
FrancessF	15993	1921
ElizabethsF	15800	1921
JohnsM	58217	1921
RobertsM	52784	1921
WilliamsM	51860	1921
JamessM	49748	1921
CharlessM	29244	1921
GeorgesM	27476	1921
JosephsM	26179	1921
EdwardsM	20818	1921
FranksM	16708	1921
RichardsM	16376	1921
MarysF	72173	1922
DorothysF	37716	1922
HelensF	32508	1922
MargaretsF	26865	1922
RuthsF	23630	1922
BettysF	20895	1922
VirginiasF	19146	1922
MildredsF	16412	1922
ElizabethsF	15242	1922
FrancessF	15053	1922
JohnsM	57277	1922
RobertsM	53793	1922
WilliamsM	51116	1922
JamessM	49801	1922
CharlessM	28842	1922
GeorgesM	27351	1922
JosephsM	25699	1922
EdwardsM	20419	1922
RichardsM	17539	1922
FranksM	16014	1922
MarysF	71638	1923
DorothysF	39044	1923
HelensF	31488	1923
MargaretsF	26133	1923
BettysF	25991	1923
RuthsF	23638	1923
VirginiasF	18326	1923
MildredsF	15990	1923
ElizabethsF	15461	1923
FrancessF	14879	1923
JohnsM	57470	1923
RobertsM	56117	1923
WilliamsM	52136	1923
JamessM	50463	1923
CharlessM	28962	1923
GeorgesM	27021	1923
JosephsM	25561	1923
EdwardsM	20597	1923
RichardsM	18884	1923
DonaldsM	16435	1923
MarysF	73534	1924
DorothysF	39999	1924
HelensF	31192	1924
BettysF	30599	1924
MargaretsF	26549	1924
RuthsF	23600	1924
VirginiasF	18622	1924
MildredsF	15853	1924
DorissF	15785	1924
FrancessF	15183	1924
RobertsM	60801	1924
JohnsM	59055	1924
WilliamsM	53511	1924
JamessM	52939	1924
CharlessM	30461	1924
GeorgesM	27375	1924
JosephsM	25428	1924
RichardsM	21246	1924
EdwardsM	21128	1924
DonaldsM	17929	1924
MarysF	70591	1925
DorothysF	38570	1925
BettysF	32813	1925
HelensF	29172	1925
MargaretsF	24463	1925
RuthsF	22248	1925
VirginiasF	17489	1925
DorissF	16074	1925
MildredsF	14451	1925
ElizabethsF	13935	1925
RobertsM	60897	1925
JohnsM	57199	1925
WilliamsM	53304	1925
JamessM	52682	1925
CharlessM	29582	1925
GeorgesM	26566	1925
JosephsM	24613	1925
RichardsM	23268	1925
EdwardsM	20089	1925
DonaldsM	19191	1925
MarysF	67832	1926
DorothysF	36617	1926
BettysF	32964	1926
HelensF	26884	1926
MargaretsF	23070	1926
RuthsF	20223	1926
DorissF	16298	1926
VirginiasF	16162	1926
MildredsF	13551	1926
FrancessF	13355	1926
RobertsM	61130	1926
JohnsM	56110	1926
JamessM	53209	1926
WilliamsM	51920	1926
CharlessM	29521	1926
GeorgesM	25904	1926
RichardsM	25149	1926
JosephsM	23759	1926
DonaldsM	20912	1926
EdwardsM	19378	1926
MarysF	70639	1927
DorothysF	35987	1927
BettysF	35422	1927
HelensF	25320	1927
MargaretsF	21964	1927
RuthsF	19414	1927
DorissF	16510	1927
VirginiasF	15725	1927
ShirleysF	13315	1927
BarbarasF	13161	1927
RobertsM	61669	1927
JohnsM	55954	1927
JamessM	53674	1927
WilliamsM	51482	1927
CharlessM	31936	1927
RichardsM	26771	1927
GeorgesM	25949	1927
DonaldsM	23840	1927
JosephsM	23506	1927
EdwardsM	19113	1927
MarysF	66872	1928
BettysF	36080	1928
DorothysF	33731	1928
HelensF	22934	1928
MargaretsF	20295	1928
RuthsF	17858	1928
DorissF	16572	1928
BarbarasF	14873	1928
VirginiasF	14501	1928
ShirleysF	14212	1928
RobertsM	60699	1928
JohnsM	53755	1928
JamessM	52754	1928
WilliamsM	49117	1928
CharlessM	31247	1928
RichardsM	28794	1928
DonaldsM	25698	1928
GeorgesM	24400	1928
JosephsM	22311	1928
EdwardsM	18489	1928
MarysF	63508	1929
BettysF	36675	1929
DorothysF	31477	1929
HelensF	20985	1929
MargaretsF	19206	1929
DorissF	16496	1929
BarbarasF	16037	1929
RuthsF	16019	1929
ShirleysF	14579	1929
PatriciasF	13625	1929
RobertsM	59798	1929
JamessM	52127	1929
JohnsM	52113	1929
WilliamsM	47805	1929
CharlessM	29931	1929
RichardsM	29569	1929
DonaldsM	27186	1929
GeorgesM	23017	1929
JosephsM	21162	1929
EdwardsM	17226	1929
MarysF	64146	1930
BettysF	38234	1930
DorothysF	30409	1930
HelensF	19914	1930
MargaretsF	18354	1930
BarbarasF	18281	1930
PatriciasF	15751	1930
JoansF	15479	1930
DorissF	15464	1930
RuthsF	14940	1930
RobertsM	62149	1930
JamessM	53941	1930
JohnsM	52434	1930
WilliamsM	47265	1930
RichardsM	32183	1930
CharlessM	31871	1930
DonaldsM	29048	1930
GeorgesM	22784	1930
JosephsM	20981	1930
EdwardsM	17349	1930
MarysF	60296	1931
BettysF	36105	1931
DorothysF	26524	1931
BarbarasF	21797	1931
JoansF	19117	1931
HelensF	17661	1931
MargaretsF	17333	1931
PatriciasF	16468	1931
ShirleysF	14405	1931
DorissF	13629	1931
RobertsM	60508	1931
JamessM	51219	1931
JohnsM	48423	1931
WilliamsM	43276	1931
RichardsM	31816	1931
CharlessM	29924	1931
DonaldsM	29102	1931
GeorgesM	20687	1931
JosephsM	19330	1931
ThomassM	16846	1931
MarysF	59874	1932
BettysF	34417	1932
BarbarasF	26314	1932
DorothysF	24974	1932
JoansF	21045	1932
PatriciasF	17989	1932
MargaretsF	16549	1932
HelensF	16376	1932
ShirleysF	14476	1932
DorissF	12909	1932
RobertsM	59266	1932
JamessM	51922	1932
JohnsM	48617	1932
WilliamsM	42117	1932
RichardsM	31798	1932
CharlessM	31095	1932
DonaldsM	29786	1932
GeorgesM	20436	1932
JosephsM	18563	1932
ThomassM	16834	1932
MarysF	55509	1933
BettysF	31526	1933
BarbarasF	26951	1933
DorothysF	22047	1933
JoansF	19290	1933
PatriciasF	18631	1933
MargaretsF	15239	1933
HelensF	14643	1933
ShirleysF	14315	1933
DorissF	12024	1933
RobertsM	54218	1933
JamessM	51102	1933
JohnsM	46222	1933
WilliamsM	39049	1933
RichardsM	31337	1933
CharlessM	28988	1933
DonaldsM	28437	1933
GeorgesM	18358	1933
JosephsM	17162	1933
ThomassM	16500	1933
MarysF	56929	1934
BettysF	31085	1934
BarbarasF	29234	1934
ShirleysF	22840	1934
DorothysF	21283	1934
PatriciasF	20845	1934
JoansF	19464	1934
MargaretsF	15144	1934
HelensF	14100	1934
NancysF	13518	1934
RobertsM	55829	1934
JamessM	54249	1934
JohnsM	46734	1934
WilliamsM	40170	1934
RichardsM	33157	1934
DonaldsM	30409	1934
CharlessM	29792	1934
GeorgesM	18497	1934
ThomassM	17369	1934
JosephsM	17101	1934
MarysF	55069	1935
ShirleysF	42358	1935
BarbarasF	30696	1935
BettysF	28673	1935
PatriciasF	22877	1935
DorothysF	19404	1935
JoansF	18223	1935
MargaretsF	14725	1935
NancysF	14544	1935
HelensF	12781	1935
RobertsM	56524	1935
JamessM	55000	1935
JohnsM	47499	1935
WilliamsM	40198	1935
RichardsM	33945	1935
CharlessM	29983	1935
DonaldsM	29661	1935
GeorgesM	18559	1935
ThomassM	17680	1935
JosephsM	17183	1935
MarysF	54372	1936
ShirleysF	35161	1936
BarbarasF	31682	1936
BettysF	25866	1936
PatriciasF	23914	1936
DorothysF	17669	1936
JoansF	17069	1936
NancysF	16756	1936
MargaretsF	14594	1936
CarolsF	14521	1936
RobertsM	58492	1936
JamessM	54686	1936
JohnsM	47669	1936
WilliamsM	39386	1936
RichardsM	33487	1936
CharlessM	29084	1936
DonaldsM	28635	1936
ThomassM	18339	1936
GeorgesM	18195	1936
DavidsM	17479	1936
MarysF	55645	1937
BarbarasF	34912	1937
PatriciasF	26839	1937
ShirleysF	26816	1937
BettysF	25332	1937
CarolsF	17336	1937
NancysF	17069	1937
DorothysF	16572	1937
JoansF	15299	1937
MargaretsF	15143	1937
RobertsM	61835	1937
JamessM	56551	1937
JohnsM	48746	1937
WilliamsM	40713	1937
RichardsM	32973	1937
CharlessM	30524	1937
DonaldsM	27868	1937
